Title(BHK),location,Carpet Area(sqft),Floor No.,Total Floors,Transaction,Furnishing,facing,overlooking,Bathroom,Balcony,Parking Spaces,Parking Type
3,chennai,1068,3,5,New Property,Unfurnished,North,Garden/Park,3,1,1,Covered
4,gurgaon,1830,1,3,New Property,Unfurnished,North - East,"Garden/Park, Main Road",4,4,1,Covered
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
2,ghaziabad,1332,1,14,New Property,Semi-Furnished,North - East,Main Road,2,3,1,"Covered,"
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
3,jaipur,862,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,chennai,1450,4,4,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
3,new-delhi,1100,18,27,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,4,1,Covered
1,mumbai,435,12,16,Resale,Semi-Furnished,East,Garden/Park,1,1,1,Covered
2,hyderabad,956,5,5,Resale,Furnished,East,Garden/Park,2,1,1,Covered
3,hyderabad,1700,4,5,Resale,Semi-Furnished,North,Garden/Park,3,2,1,Covered
3,hyderabad,1830,16,26,New Property,Unfurnished,East,"Main Road, Garden/Park",3,1,2,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
2,raipur,775,2,2,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,2,1,"Covered,"
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
4,mohali,3800,26,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",5,6,2,Covered
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
2,hyderabad,233,2,5,New Property,Unfurnished,West,Main Road,2,2,1,Covered
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
4,faridabad,1620,2,2,Resale,Unfurnished,East,"Garden/Park, Main Road",3,2,1,Open
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
4,hyderabad,3600,1,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
2,bhiwandi,628,10,24,New Property,Unfurnished,East,Main Road,2,0,1,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
2,ahmedabad,875,2,10,Resale,Furnished,East,Main Road,2,2,1,Open
3,greater-noida,1965,3,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
2,chennai,800,1,4,New Property,Unfurnished,North,"Garden/Park, Main Road",2,1,1,Covered
2,jaipur,732,3,6,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
1,mumbai,476,1,23,Resale,Unfurnished,East,Main Road,1,0,1,Open
4,hyderabad,3600,3,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
2,hyderabad,233,2,5,New Property,Unfurnished,West,Main Road,2,2,1,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,gurgaon,1600,2,4,New Property,Semi-Furnished,South - East,Garden/Park,3,2,2,Covered
4,chennai,1450,4,4,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
2,kolkata,745,1,3,Resale,Furnished,North - East,Main Road,2,1,1,Covered
3,hyderabad,1830,16,26,New Property,Unfurnished,East,"Main Road, Garden/Park",3,1,2,Covered
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,ahmedabad,1610,2,12,Resale,Furnished,East,"Garden/Park, Main Road",3,1,2,Covered
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
3,hyderabad,1323,1,10,New Property,Unfurnished,East,"Garden/Park, Main Road",3,1,2,"Covered,"
2,ahmedabad,875,2,10,Resale,Furnished,East,Main Road,2,2,1,Open
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
3,hyderabad,1700,4,5,Resale,Semi-Furnished,North,Garden/Park,3,2,1,Covered
3,gurgaon,1850,6,20,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
2,faridabad,1100,15,20,Resale,Semi-Furnished,East,Main Road,2,3,1,Covered
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
3,chandigarh,1130,8,13,New Property,Semi-Furnished,East,"Garden/Park, Main Road",3,4,1,Open
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
3,siliguri,972,3,4,New Property,Unfurnished,North,Main Road,2,1,1,Covered
2,hyderabad,956,5,5,Resale,Furnished,East,Garden/Park,2,1,1,Covered
1,pune,458,4,11,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,chennai,1068,3,5,New Property,Unfurnished,North,Garden/Park,3,1,1,Covered
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,hyderabad,1385,1,7,Resale,Furnished,East,"Garden/Park, Pool, Main Road",3,1,2,Covered
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
2,faridabad,925,2,4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,2,1,"Covered,"
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
2,mohali,741,2,2,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,1,1,Open
3,mohali,1250,1,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,2,1,Open
3,ahmedabad,1089,10,14,New Property,Unfurnished,East,Garden/Park,3,1,1,Covered
3,surat,1120,3,13,Resale,Semi-Furnished,East,Garden/Park,3,1,1,Covered
2,new-delhi,400,2,3,Resale,Semi-Furnished,East,"Garden/Park, Main Road",1,1,1,Open
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
3,gurgaon,1300,5,13,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,"Covered,"
3,chennai,988,5,11,New Property,Unfurnished,North,Main Road,2,3,1,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
4,chennai,1450,4,4,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
3,gurgaon,2165,26,35,New Property,Unfurnished,North - East,Garden/Park,2,3,1,Covered
2,chennai,922,2,3,New Property,Unfurnished,East,Main Road,2,1,1,Covered
3,vadodara,1200,5,5,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,1,Covered
4,surat,2532,5,13,Resale,Unfurnished,East,Main Road,4,1,1,"Covered,"
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
1,mumbai,460,5,7,Resale,Semi-Furnished,South - East,"Garden/Park, Main Road",2,2,1,Open
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
3,thane,838,15,18,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",3,1,1,"Covered,"
3,gurgaon,1550,5,20,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,1,"Covered,"
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
3,gurgaon,1150,3,3,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,3,1,Covered
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
3,new-delhi,1600,1,4,New Property,Semi-Furnished,North,"Garden/Park, Main Road",3,3,2,Covered
2,jaipur,850,2,3,Resale,Semi-Furnished,North,Garden/Park,2,1,1,Covered
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
2,sonipat,1064,1,11,New Property,Unfurnished,North,"Garden/Park, Pool, Main Road",2,4,1,Covered
3,jaipur,1000,0,5,New Property,Semi-Furnished,East,Main Road,2,2,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,chandigarh,1293,3,7,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,1,"Covered,"
3,chandigarh,1450,1,4,New Property,Semi-Furnished,East,Garden/Park,3,2,1,Covered
4,chennai,1900,1,3,Resale,Unfurnished,South,Main Road,4,4,2,Open
3,jaipur,1000,0,5,New Property,Semi-Furnished,East,Main Road,2,2,1,Covered
3,guwahati,855,4,8,New Property,Semi-Furnished,North,Main Road,2,2,1,Covered
3,faridabad,1450,6,9,Resale,Semi-Furnished,East,Garden/Park,3,3,1,"Covered,"
3,greater-noida,975,16,21,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Open
2,chennai,922,2,3,New Property,Unfurnished,East,Main Road,2,1,1,Covered
3,chennai,1831,18,19,Resale,Unfurnished,North,"Pool, Main Road",3,3,1,Open
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
4,gurgaon,2350,4,4,New Property,Semi-Furnished,South -West,Main Road,4,2,2,"Covered,"
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
4,gurgaon,1500,2,3,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,4,2,Open
4,ahmedabad,1707,6,14,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",4,1,2,Covered
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
3,jaipur,980,0,5,New Property,Unfurnished,East,Main Road,2,2,1,Open
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
1,pune,468,7,12,New Property,Semi-Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
4,gurgaon,4583,9,30,New Property,Unfurnished,North - East,Garden/Park,5,4,2,Covered
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
3,mumbai,1700,17,20,New Property,Semi-Furnished,North - East,Garden/Park,3,0,2,Covered
2,bangalore,1000,7,32,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
3,jaipur,862,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
3,new-delhi,1570,7,8,Resale,Unfurnished,North - West,"Garden/Park, Main Road",3,2,1,"Covered,"
3,mohali,1200,4,14,New Property,Unfurnished,North - East,"Garden/Park, Main Road",3,2,1,"Covered,"
2,mangalore,1200,4,4,Resale,Semi-Furnished,East,Main Road,2,2,1,Covered
3,gurgaon,1470,4,4,New Property,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,pune,1200,4,12,Resale,Unfurnished,East,Garden/Park,3,2,2,Covered
3,ahmedabad,1700,5,10,Resale,Furnished,West,Main Road,3,3,1,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
4,ahmedabad,2623,7,13,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",4,1,2,Covered
3,new-delhi,1350,3,10,Resale,Semi-Furnished,East,"Garden/Park, Main Road",2,3,1,"Covered,"
3,gurgaon,1257,15,30,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,5,2,Covered
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
2,bangalore,1000,7,32,Resale,Unfurnished,East,Garden/Park,2,1,1,Covered
3,new-delhi,1600,7,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,hyderabad,1700,4,5,Resale,Semi-Furnished,North,Garden/Park,3,2,1,Covered
3,gurgaon,1701,17,27,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,2,"Covered,"
3,hyderabad,1323,1,10,New Property,Unfurnished,East,"Garden/Park, Main Road",3,1,2,"Covered,"
3,gurgaon,1480,9,15,Resale,Unfurnished,East,"Garden/Park, Pool",3,3,1,Covered
4,new-delhi,2027,2,4,New Property,Semi-Furnished,East,Garden/Park,4,2,2,"Covered,"
3,chandigarh,1175,2,10,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,3,1,Covered
3,bangalore,1000,10,10,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",3,2,2,Covered
3,jaipur,1095,3,7,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
3,new-delhi,1350,3,4,Resale,Semi-Furnished,North,Garden/Park,2,3,1,"Covered,"
3,ranchi,1048,2,4,Resale,Unfurnished,East,Main Road,2,3,1,"Covered,"
2,chennai,850,1,3,New Property,Unfurnished,East,Main Road,2,1,1,Covered
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
2,ahmedabad,875,2,10,Resale,Furnished,East,Main Road,2,2,1,Open
4,new-delhi,1950,8,10,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,jaipur,1647,1,5,Resale,Semi-Furnished,North - West,"Garden/Park, Main Road",4,4,4,Covered
3,kolkata,983,0,5,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,1,Open
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
3,bangalore,900,10,14,Resale,Unfurnished,East,"Garden/Park, Main Road",2,2,1,Covered
2,bangalore,805,9,15,Resale,Unfurnished,North,Garden/Park,2,1,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
4,hyderabad,3600,2,4,New Property,Semi-Furnished,North,Garden/Park,4,1,2,Covered
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
1,visakhapatnam,900,2,2,Resale,Unfurnished,West,Main Road,1,2,1,Open
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
4,visakhapatnam,1480,1,5,New Property,Unfurnished,East,Main Road,3,1,1,Covered
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
3,bangalore,1726,2,32,Resale,Unfurnished,East,Garden/Park,4,2,2,Covered
3,ahmedabad,1500,3,10,Resale,Unfurnished,North - East,Garden/Park,3,3,1,"Covered,"
4,gurgaon,3100,1,4,New Property,Semi-Furnished,East,Garden/Park,5,2,2,Covered
1,ahmedabad,612,2,5,Resale,Unfurnished,East,"Garden/Park, Main Road",1,1,1,Open
3,lucknow,1200,1,9,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",2,5,1,Covered
3,mohali,1200,3,15,New Property,Semi-Furnished,North - East,Garden/Park,3,2,1,"Covered,"
3,faridabad,2010,7,19,Resale,Semi-Furnished,North,"Garden/Park, Main Road",3,5,1,Open
3,chandigarh,900,2,14,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,1,Covered
2,noida,680,5,14,Resale,Semi-Furnished,East,Main Road,2,3,1,Covered
3,faridabad,950,2,4,Resale,Semi-Furnished,East,Main Road,2,2,1,Open
3,greater-noida,980,21,27,Resale,Semi-Furnished,North - East,Garden/Park,3,3,1,Covered
3,faridabad,1400,3,15,Resale,Semi-Furnished,North,Garden/Park,3,4,1,Covered
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
3,nagpur,955,1,16,New Property,Semi-Furnished,East,"Main Road, Garden/Park, Pool",3,2,1,Covered
2,hyderabad,956,5,5,Resale,Furnished,East,Garden/Park,2,1,1,Covered
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
4,gurgaon,2358,1,4,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,2,2,"Covered,"
3,new-delhi,900,3,4,Resale,Semi-Furnished,North - West,Garden/Park,2,2,1,Covered
2,hyderabad,956,5,5,Resale,Furnished,East,Garden/Park,2,1,1,Covered
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,gurgaon,1600,3,10,New Property,Semi-Furnished,East,"Garden/Park, Main Road",4,2,1,"Covered,"
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
3,new-delhi,1500,4,8,Resale,Furnished,East,"Garden/Park, Main Road",3,3,2,Open
3,greater-noida,1680,12,26,New Property,Unfurnished,North - East,"Pool, Garden/Park, Main Road",3,0,1,Covered
4,new-delhi,2100,8,10,Resale,Unfurnished,North - East,"Garden/Park, Main Road",3,4,1,"Covered,"
3,chandigarh,1210,3,10,New Property,Unfurnished,North - West,"Garden/Park, Pool, Main Road",3,3,1,Covered
4,ahmedabad,2623,7,13,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",4,1,2,Covered
3,jaipur,1058,3,6,New Property,Semi-Furnished,East,Main Road,3,2,1,Covered
3,zirakpur,2250,2,4,New Property,Semi-Furnished,North,Main Road,3,3,1,Covered
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
3,mohali,1250,6,11,Resale,Semi-Furnished,North - East,Main Road,3,2,1,Covered
3,new-delhi,1400,4,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",2,4,1,"Covered,"
2,new-delhi,850,1,4,Resale,Semi-Furnished,East,Main Road,2,2,2,Open
3,kolkata,2550,2,4,Resale,Semi-Furnished,East,Garden/Park,3,2,2,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
4,gurgaon,1700,2,2,Resale,Semi-Furnished,East,"Garden/Park, Main Road",4,4,1,Open
2,jaipur,825,3,5,New Property,Semi-Furnished,East,Main Road,2,1,1,Covered
2,bangalore,1230,9,32,New Property,Semi-Furnished,North,Garden/Park,2,1,1,Covered
4,gurgaon,2700,15,18,Resale,Unfurnished,East,"Garden/Park, Pool",5,2,2,Covered
3,new-delhi,1600,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,1,"Covered,"
2,nagpur,750,5,6,New Property,Unfurnished,East,Main Road,2,2,1,Covered
4,gurgaon,1800,6,14,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,1,"Covered,"
2,hyderabad,233,2,5,New Property,Unfurnished,West,Main Road,2,2,1,Covered
2,mohali,1307,4,15,Resale,Semi-Furnished,North - East,Garden/Park,2,2,2,"Covered,"
3,new-delhi,1760,6,8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,1,"Covered,"
3,faridabad,1365,12,15,Resale,Semi-Furnished,East,Main Road,3,3,1,Covered
3,kolkata,1450,18,28,Resale,Furnished,North - East,Garden/Park,3,2,1,Covered
2,hyderabad,233,2,5,New Property,Unfurnished,West,Main Road,2,2,1,Covered
2,new-delhi,495,1,4,New Property,Furnished,East,"Garden/Park, Main Road",2,1,1,Covered
